physician_id_hash,provider_name_first,provider_name_last,ordering_physician_dea_hash,specialty_code,network_participant
K12K0oYbr6xNsG5GHpJVbA==,Rosaline,Sonkens,K12K0oYbr6xNsG5GHpJVbA==,41,false
JBDbiCbYEY8Ipdvj+kex+A==,Tashina,Langmo,JBDbiCbYEY8Ipdvj+kex+A==,93,true
y9WEluCLrJEciKXutKqq2Q==,Tomika,Filhiol,y9WEluCLrJEciKXutKqq2Q==,4,true
tK5QX5EB4x3dzWMiaQGHGg==,Caren,Fetherston,tK5QX5EB4x3dzWMiaQGHGg==,8,false
FJZpQj7g9599lQdxy6GzkA==,Everette,Novy,FJZpQj7g9599lQdxy6GzkA==,N/A,false
Ohg3lbvLf5HhkIVsajkBAQ==,Teodoro,Kordowski,Ohg3lbvLf5HhkIVsajkBAQ==,50,false
XUqW0MKX8sMVAtty1S9wQw==,Judy,Rhondes,XUqW0MKX8sMVAtty1S9wQw==,8,false
utGGb9vHwUaijI0JAMaAdA==,Antwan,Gerbig,utGGb9vHwUaijI0JAMaAdA==,3,true
jvKMOxi/GCT372bOXNhGWw==,Vernon,Bontemps,jvKMOxi/GCT372bOXNhGWw==,8,false
BlbuUjdZCAX7U6+BcK8QgA==,Zetta,Alspach,BlbuUjdZCAX7U6+BcK8QgA==,34,false
CjKd7ce/jTogZhL9SAgI9A==,Refugio,Mccollum,CjKd7ce/jTogZhL9SAgI9A==,11,false
DnNgqjbjeKOd7riS+yB9EA==,Minerva,Brech,DnNgqjbjeKOd7riS+yB9EA==,97,false
xhWeJ4SbSBbAeq0Xi0A55Q==,Oliva,Hoeger,xhWeJ4SbSBbAeq0Xi0A55Q==,11,true
aMfIW6L2GBcUfH/t2NM+DQ==,Gwenda,Narain,aMfIW6L2GBcUfH/t2NM+DQ==,97,false
rkYWfELWFf0F9esvSvFJbw==,Carole,Geyman,rkYWfELWFf0F9esvSvFJbw==,97,false
HEX7835R3ZXWEM/4T4ZChw==,Darron,Hosking,HEX7835R3ZXWEM/4T4ZChw==,11,false
uaD0ude91YqdnTyn4Ax2wQ==,Rosemary,Verissimo,uaD0ude91YqdnTyn4Ax2wQ==,8,true
uHSuVUbww48LTc9hbgpCdw==,Cathey,Dircks,uHSuVUbww48LTc9hbgpCdw==,28,false
uZUkCe4AKG0Hrqkf2SjmJg==,Levi,Mcgugin,uZUkCe4AKG0Hrqkf2SjmJg==,97,false
tndCSyHS8/Tbp6dqUii/2A==,Elease,Accala,tndCSyHS8/Tbp6dqUii/2A==,30,false
G26fAhtCHEr915sSV7lMww==,Booker,Standring,G26fAhtCHEr915sSV7lMww==,50,true
wOqr928QsNHyFx0QLbem0A==,Iesha,Dewaratanawan,wOqr928QsNHyFx0QLbem0A==,8,true
BbyoIzF1ZJ3MGhCY2LRQcg==,Delta,Redding,BbyoIzF1ZJ3MGhCY2LRQcg==,93,true
9Y7nE5Dd57aMVB5ne2WYww==,Jimmy,Mankowski,9Y7nE5Dd57aMVB5ne2WYww==,39,true
tKr1cC5cXWxmSt/w3+sLJA==,Malika,Bucklin,tKr1cC5cXWxmSt/w3+sLJA==,93,true
xzdQ8DZhdPwDfitQ3z3t4w==,Jana,Swamp,xzdQ8DZhdPwDfitQ3z3t4w==,8,false
KtUvA7jgIN9ByZkIBnApKg==,Robert,Jamal,KtUvA7jgIN9ByZkIBnApKg==,N/A,false
WI6XPJ0I8p6ytQXhNu7Azw==,Joey,Duce,WI6XPJ0I8p6ytQXhNu7Azw==,50,false
+fdHQnMWZR5+zQI4qtx77g==,Pauletta,Pryce,+fdHQnMWZR5+zQI4qtx77g==,48,false
Ov7/4Ah5cZoAcYrlt2cetA==,Tommie,Schwabauer,Ov7/4Ah5cZoAcYrlt2cetA==,93,false
FqJ0nPqqrJHlPg//jlxwCw==,Winifred,Haugen,FqJ0nPqqrJHlPg//jlxwCw==,N/A,true
5lNYoYpiwihdnRuasqtibg==,Susannah,Clarbour,5lNYoYpiwihdnRuasqtibg==,11,false
tB0uDkMymwWhlctyBDGy/w==,Darrel,Peal,tB0uDkMymwWhlctyBDGy/w==,8,true
33weR6ooLf1By4uVwOxf+w==,Joseph,Suglia,33weR6ooLf1By4uVwOxf+w==,8,true
DW8MZ9yqIWCREEI2MwP0sQ==,Dan,Vanderlip,DW8MZ9yqIWCREEI2MwP0sQ==,97,false
+TT+HJKkUxsQohfoXJjIJg==,Patrice,Mccorrison,+TT+HJKkUxsQohfoXJjIJg==,8,false
GTOYwD4w4VPIs/GWyRs/mg==,Adaline,Woo,GTOYwD4w4VPIs/GWyRs/mg==,8,true
A1SX5XWN2vfHtfI9T1a7bg==,Terrence,Schul,A1SX5XWN2vfHtfI9T1a7bg==,16,true
jHfT41rIJJJhDkVnf3SyPg==,Salley,Piccolo,jHfT41rIJJJhDkVnf3SyPg==,79,false
zeOZHfAFNYCcraxbwJ3yww==,Clement,Banowetz,zeOZHfAFNYCcraxbwJ3yww==,86,true
XhMqwdW6yGAYOBAFOP1J9g==,Earleen,Bi,XhMqwdW6yGAYOBAFOP1J9g==,34,false
l9sXQm6lzThXHdaGVocnCA==,Oliver,Buchta,l9sXQm6lzThXHdaGVocnCA==,N/A,false
2CVR/gff+rRBW+eIEHDNnQ==,Tamie,Ashauer,2CVR/gff+rRBW+eIEHDNnQ==,97,false
lGEYl7TQMl61up1sTfeDtA==,Myung,Krantz,lGEYl7TQMl61up1sTfeDtA==,97,false
kM9iT2M6ayMtn6AkRs+OFw==,Jolene,Cozort,kM9iT2M6ayMtn6AkRs+OFw==,86,false
YZ15ZbgtRqB8kkiOCXQieg==,Yvonne,Wiggs,YZ15ZbgtRqB8kkiOCXQieg==,8,true
ywrzQOstfBi7KEMkEhK+rQ==,Anna,Eroh,ywrzQOstfBi7KEMkEhK+rQ==,8,false
tuEMqiM2XFPYSLMyLIEG1Q==,Sang,Druck,tuEMqiM2XFPYSLMyLIEG1Q==,8,false
B14VZAyPrfaU6PSuFBoKZA==,Billye,Ghiringhelli,B14VZAyPrfaU6PSuFBoKZA==,93,true
HIRDSXnOLKEMFuXK2ZoUtw==,Petronila,Messenger,HIRDSXnOLKEMFuXK2ZoUtw==,34,true
c7+jOIBWmxwFAE9/PIH3Tw==,Loura,Guye,c7+jOIBWmxwFAE9/PIH3Tw==,48,false
41RDP1nolg4Di71tngsxtQ==,Tamra,Pulgarin,41RDP1nolg4Di71tngsxtQ==,86,false
95p2fLzJjV/GjPlNPpifUg==,Richie,Gallero,95p2fLzJjV/GjPlNPpifUg==,86,false
MPzq8eZqcRPrIsHq02c05w==,Nathan,Hauenstein,MPzq8eZqcRPrIsHq02c05w==,18,true
6rlPZ4KuL3ZrPceFgixu1g==,Caron,Slicer,6rlPZ4KuL3ZrPceFgixu1g==,50,true
wgkCbLcGgdbSN01aikPpYg==,Sharan,Norem,wgkCbLcGgdbSN01aikPpYg==,N/A,true
Zgq17xoNu0xTi1rcAL+CSA==,Chantal,Brannon,Zgq17xoNu0xTi1rcAL+CSA==,8,false
5q7oJr10gKS7smSl0OPT+w==,Nita,Bishopp,5q7oJr10gKS7smSl0OPT+w==,44,true
FBXo6VK7GOzx0O3mdbyCOw==,Gilda,Gasquet,FBXo6VK7GOzx0O3mdbyCOw==,8,false
wKK75V163sp6YysPfhVrgA==,Kathe,Sisneros,wKK75V163sp6YysPfhVrgA==,8,false
InskGnlGO5u62WP30wmcMw==,Winifred,Binkerd,InskGnlGO5u62WP30wmcMw==,19,false
QZoj+kV13gwtZ2rVyTTdEA==,Samantha,Hinojosa,QZoj+kV13gwtZ2rVyTTdEA==,97,false
9iFf/PAB9W3Qgp5NmZXl0g==,Valery,Vandekamp,9iFf/PAB9W3Qgp5NmZXl0g==,97,false
uzv9r12016c0e4cTwEhCRg==,Santa,Newlin,uzv9r12016c0e4cTwEhCRg==,86,true
9+STpV3dFWynsupULX0U1g==,Dennis,Schmuck,9+STpV3dFWynsupULX0U1g==,39,true
j9up/fsiPjocQx9SGQJUhQ==,Ermelinda,Abshier,j9up/fsiPjocQx9SGQJUhQ==,N/A,true
97QzOhUP1SBQEq1+dL7NWQ==,Roni,Chafe,97QzOhUP1SBQEq1+dL7NWQ==,N/A,false
sB81npB70TB1eCIxp+pHWw==,Mee,Chiapetto,sB81npB70TB1eCIxp+pHWw==,50,false
tWNAjQduCIgojQvqvTf0CQ==,Bea,Alberthal,tWNAjQduCIgojQvqvTf0CQ==,86,false
uZ8HLWXKeX4+dptsXGwNzg==,Ismael,Zundel,uZ8HLWXKeX4+dptsXGwNzg==,97,false
GOAXszAEAp4P3oDicG31hA==,Kerry,Semrau,GOAXszAEAp4P3oDicG31hA==,8,false
1wpe9skybe3DCvNzRrNw4Q==,Liza,Eversoll,1wpe9skybe3DCvNzRrNw4Q==,8,false
86mV5sa/ULmq53aWoKMqZA==,Jeannette,Manns,86mV5sa/ULmq53aWoKMqZA==,86,false
dC6jFwMyooph2dviUyY7pQ==,Marquetta,Konty,dC6jFwMyooph2dviUyY7pQ==,8,true
1GOEfxCrizx1Ca/aJJ56iA==,Pat,Capiga,1GOEfxCrizx1Ca/aJJ56iA==,8,false
7hdFDQfOMXbgjMdQhJ9nqA==,Marnie,Daughdrill,7hdFDQfOMXbgjMdQhJ9nqA==,99,false
4SiI5eJ0UwTWfRNXt7WCdw==,Rozella,Faletti,4SiI5eJ0UwTWfRNXt7WCdw==,11,false
ERvlfACoiel3Z0QwdVSNfg==,Ernest,Waltermire,ERvlfACoiel3Z0QwdVSNfg==,N/A,true
DoRpO9d9b9spOKkJuWbT0w==,Josef,Lehning,DoRpO9d9b9spOKkJuWbT0w==,29,true
DWlC0Z/sab7ObwetFtEX+g==,Annie,Bascomb,DWlC0Z/sab7ObwetFtEX+g==,8,false
pgP0Divi/D9i+of6Zr8H+Q==,Clayton,Gowens,pgP0Divi/D9i+of6Zr8H+Q==,8,true
eZ70MXoHbfeRuWcjBH5y/w==,Harold,Arsenault,eZ70MXoHbfeRuWcjBH5y/w==,93,false
qJzf0xiFHG7uXwFci4XeUA==,Daphne,Cadavid,qJzf0xiFHG7uXwFci4XeUA==,11,true
0Ko3RiuHzUGwhQHRU5X3iQ==,Fairy,Lickteig,0Ko3RiuHzUGwhQHRU5X3iQ==,8,true
kLeWZCCs1/xR6/rlOJ/wRw==,Carlena,Geving,kLeWZCCs1/xR6/rlOJ/wRw==,N/A,false
izAXBXjUFpbMwsmO7CTw3g==,Marc,Crockarell,izAXBXjUFpbMwsmO7CTw3g==,8,true
dBL33ceNGLkl/MXxk4CNYw==,Yoshie,Reio,dBL33ceNGLkl/MXxk4CNYw==,8,false
F8z+1UI57GjowzaaCJsSHw==,Nakesha,Coverdell,F8z+1UI57GjowzaaCJsSHw==,11,false
pQRQJsKB8AUkIfnzlPlXlg==,Windy,Bichler,pQRQJsKB8AUkIfnzlPlXlg==,8,false
Qs6/Ulgtgo16NHz6CxX4Ig==,Alfonzo,Perkowski,Qs6/Ulgtgo16NHz6CxX4Ig==,8,false
Frr2VuOBVELawD4mQm4iLA==,Sylvie,Heading,Frr2VuOBVELawD4mQm4iLA==,8,true
eEkslqtaR5kqKprfronrTA==,Brittney,Finucan,eEkslqtaR5kqKprfronrTA==,8,true
UIZQlqnbKpsJ/bVhYHKIYg==,Annetta,Ferrales,UIZQlqnbKpsJ/bVhYHKIYg==,86,false
8rxvBcopuk17NfASO+z02A==,Emogene,Vizzini,8rxvBcopuk17NfASO+z02A==,8,false
SUjuJ4qpedHCaTTqdA4fPQ==,Florene,Yurchiak,SUjuJ4qpedHCaTTqdA4fPQ==,16,false
nYYr7xQpdLRgI8TxWKGsog==,Amy,Toala,nYYr7xQpdLRgI8TxWKGsog==,82,false
WZK9oHWAPB+HRc5RhvVg8Q==,Clemmie,Kirsopp,WZK9oHWAPB+HRc5RhvVg8Q==,97,false
8NESozI2oKvq7EVdZeU4hg==,Marylouise,Shearier,8NESozI2oKvq7EVdZeU4hg==,8,false
+6hTqjNQW4bqgpJGH+Ly3g==,Florance,Harvilicz,+6hTqjNQW4bqgpJGH+Ly3g==,8,false
CgiT0Y+6N2mfVDcPHc2eog==,Natalia,Koonce,CgiT0Y+6N2mfVDcPHc2eog==,50,false
0ImmQtWM/B60a7SX/S/vHg==,Versie,Knudsuig,0ImmQtWM/B60a7SX/S/vHg==,50,false
RyKPERSQ0ni7rNSvR27ciw==,Elton,Lertora,RyKPERSQ0ni7rNSvR27ciw==,50,false
TuZfm/nov9+eLlSCMVW2wQ==,Aleen,Boever,TuZfm/nov9+eLlSCMVW2wQ==,11,false
33o5aciUZvh61wUMIfVdtg==,Junior,Shaikh,33o5aciUZvh61wUMIfVdtg==,N/A,false
ViUWzlxWpoxAWy4HP0RihQ==,Demetra,Pientka,ViUWzlxWpoxAWy4HP0RihQ==,8,false
5ksO8fGcCYSnYl2Mpa29GA==,Sharan,Janecek,5ksO8fGcCYSnYl2Mpa29GA==,11,false
feEkQ0a3mweNjmFPZxo7BQ==,Gladys,Ferdon,feEkQ0a3mweNjmFPZxo7BQ==,97,false
TX4nxoIJx9+7P/D4fvkaxw==,Lida,Rudd,TX4nxoIJx9+7P/D4fvkaxw==,8,false
GTRx3TI2JTW8tMIpAQcTjQ==,Brian,Barrientos,GTRx3TI2JTW8tMIpAQcTjQ==,11,false
ljNG/aBP+uRQgbsiW8YUGA==,Lashonda,Placido,ljNG/aBP+uRQgbsiW8YUGA==,11,true
PNq3kCXrz/RmK/hlOGsBHg==,Nilda,Marsala,PNq3kCXrz/RmK/hlOGsBHg==,86,true
mNVao5Cww5AOn7Fadnn44g==,Jaclyn,Wettach,mNVao5Cww5AOn7Fadnn44g==,2,false
4YalJ4lA/ras4nwwtNkNsQ==,Emmanuel,Lero,4YalJ4lA/ras4nwwtNkNsQ==,N/A,true
GSVytukIr5+91Kk0jZwxVA==,Soo,Kuiz,GSVytukIr5+91Kk0jZwxVA==,97,false
5yiSfTwji1ygA1/3j1de8w==,Nery,Keefner,5yiSfTwji1ygA1/3j1de8w==,97,false
2ku6zGG473nOmakSBK5S4g==,Chantelle,Kaneko,2ku6zGG473nOmakSBK5S4g==,19,false
cFTfytBQX8Wqhed36SQ9gg==,Shemeka,Vella,cFTfytBQX8Wqhed36SQ9gg==,93,true
kSRxYbmRmxn1wQzGMWmLkQ==,Earlie,Mirr,kSRxYbmRmxn1wQzGMWmLkQ==,93,true
0myHZYZRXxysZOPw2UW1Ag==,Lilla,Medlen,0myHZYZRXxysZOPw2UW1Ag==,97,false
dWTq/choLkUqDL1bZQCpuA==,Faith,Prinz,dWTq/choLkUqDL1bZQCpuA==,93,true
kjZjtR9ou7ReFJgfcQgPSw==,Sharell,Behlmer,kjZjtR9ou7ReFJgfcQgPSw==,50,true
v8XkxzCQfb+Z9C8d7ysi1Q==,Ardelle,Toya,v8XkxzCQfb+Z9C8d7ysi1Q==,11,false
KKYZWZ1eNEsP+RYKUC8nhQ==,Reggie,Jessee,KKYZWZ1eNEsP+RYKUC8nhQ==,8,true
G3ffPOm9VgEw0d0gcXmypA==,Maude,Ziemke,G3ffPOm9VgEw0d0gcXmypA==,77,true
PSjGULaie5AVRUhFwsOg4A==,Francesca,Berk,PSjGULaie5AVRUhFwsOg4A==,11,true
14AqlfoXWBN9S0QOCxMIrQ==,Iluminada,Lundborg,14AqlfoXWBN9S0QOCxMIrQ==,8,true
wYdI5YjEBgVVL1+FvvMC6g==,Andra,Serda,wYdI5YjEBgVVL1+FvvMC6g==,N/A,false
Ujfs6GQph/UxgHRJJu6Z3A==,Nicolasa,Bhattacharya,Ujfs6GQph/UxgHRJJu6Z3A==,93,false
XIJcFgkxdfghvW9QTuniUw==,Stephaine,Hankison,XIJcFgkxdfghvW9QTuniUw==,11,false
6jORnG70aYWZWqSK6KgiVA==,Isiah,Chaparro,6jORnG70aYWZWqSK6KgiVA==,8,false
AY/mzSB4okgUL1Og3SKIVg==,Gloria,Weeda,AY/mzSB4okgUL1Og3SKIVg==,N/A,true
818BtaJFIIQW/xXPx0yXpg==,Lissette,Schoolman,818BtaJFIIQW/xXPx0yXpg==,11,false
75wAA8PmmOVpNxeMsiplvw==,Kate,Sundstrom,75wAA8PmmOVpNxeMsiplvw==,8,true
jg+ymDrLOPmfIQLL6Aqesw==,Kortney,Nagorski,jg+ymDrLOPmfIQLL6Aqesw==,97,false
u90hsxeHHZPVG4QaNPS2iA==,Dortha,Chia,u90hsxeHHZPVG4QaNPS2iA==,41,false
zoTAycyMLgXEs9h1cC134A==,Wynell,Vargason,zoTAycyMLgXEs9h1cC134A==,97,false
mKPWbSO89d+GZJiBGgJQIw==,Lu,Leamon,mKPWbSO89d+GZJiBGgJQIw==,50,false
JXMVRnaK6jtPAm/S+CiEbA==,Samual,Fritcher,JXMVRnaK6jtPAm/S+CiEbA==,11,true
JRjSpFFsR4+chFzFZRtDAg==,Treasa,Cadenhead,JRjSpFFsR4+chFzFZRtDAg==,11,false
bweg8DNxB2a/l6DJ5mIRSg==,Alayna,Gupton,bweg8DNxB2a/l6DJ5mIRSg==,N/A,true
GIfXbfy8aMStzyMaMIGUWw==,Luis,Montoney,GIfXbfy8aMStzyMaMIGUWw==,97,false
neVwbuilhqZMLKswd9QF8Q==,Palma,Garabedian,neVwbuilhqZMLKswd9QF8Q==,93,true
z5H3VC08+QdIHKFRT2HXPg==,Edwina,Barbu,z5H3VC08+QdIHKFRT2HXPg==,97,false
ZxH5kRhyq+ZUlQX4sBrw9Q==,Liana,Mcculough,ZxH5kRhyq+ZUlQX4sBrw9Q==,11,true
AkAOSuAjQbUdBJqIc4SCzA==,Clarisa,Bokal,AkAOSuAjQbUdBJqIc4SCzA==,N/A,true
u6TzH1V3Qccd/StUcvZ7BA==,Denice,Delval,u6TzH1V3Qccd/StUcvZ7BA==,7,false
6qOvJSRGRBd4n2agXOhpTw==,Brian,Bushway,6qOvJSRGRBd4n2agXOhpTw==,50,true
/Ma5GQqe21KcmTfz26MyuA==,Rhea,Stangle,/Ma5GQqe21KcmTfz26MyuA==,97,false
lp+Kv1qcIFcxpHMVk/px9w==,Devona,Mital,lp+Kv1qcIFcxpHMVk/px9w==,50,false
8wHQZbcIKG43izdUI1saGw==,Clifton,Hockman,8wHQZbcIKG43izdUI1saGw==,11,true
DmIzV/MKeYs0nsEBJPQlwA==,Edda,Bryd,DmIzV/MKeYs0nsEBJPQlwA==,8,false
pIRRWx6Lmvn3hr1W2ZVDuA==,Sana,Kessner,pIRRWx6Lmvn3hr1W2ZVDuA==,11,false
apXQCURkGpFFQXGHoPTFEw==,Fredrick,Cobern,apXQCURkGpFFQXGHoPTFEw==,97,false
BIXDkJNBgpW178qDpLvPrA==,Twanna,Monroig,BIXDkJNBgpW178qDpLvPrA==,N/A,false
lvCafLZxpigcLE9bL5+IVA==,Yen,Height,lvCafLZxpigcLE9bL5+IVA==,11,true
Mk32haI9HciFAVeZt21iZQ==,Chanelle,Calchera,Mk32haI9HciFAVeZt21iZQ==,82,true
Zss7wUCgtXDbASJtU/mkKQ==,Jeanine,Uldrich,Zss7wUCgtXDbASJtU/mkKQ==,N/A,true
cHNKjvc5rtN68qgw+DRpbA==,Ruben,Szychowski,cHNKjvc5rtN68qgw+DRpbA==,41,false
BCfUOURMkrvX2SL84ktvjg==,Gilda,Danek,BCfUOURMkrvX2SL84ktvjg==,25,false
ykLANJm+iSyumVkT2GpdzA==,Ardell,Atherton,ykLANJm+iSyumVkT2GpdzA==,34,true
ynZsVoZubEdf74S8FMf0gg==,Dewayne,Sommella,ynZsVoZubEdf74S8FMf0gg==,18,false
gwzXz9Qx/fGY5j86xyOsnA==,Callie,Reither,gwzXz9Qx/fGY5j86xyOsnA==,8,false
rHPkUSm/zNFeE41plSKQIA==,Domingo,Ranger,rHPkUSm/zNFeE41plSKQIA==,86,false
bxrwwrRXrPPvuFe/jaGE7g==,Rickey,Claypool,bxrwwrRXrPPvuFe/jaGE7g==,97,false
b+Xoi7+T3K7vOizvcoWZ5A==,Carli,Pho,b+Xoi7+T3K7vOizvcoWZ5A==,50,false
YywDuqIF3gOrUpW8TApOmw==,Catherine,Roffe,YywDuqIF3gOrUpW8TApOmw==,97,false
gfabjAL0rewSvcZ4DXAS7w==,Janae,Llanet,gfabjAL0rewSvcZ4DXAS7w==,8,false
0sSpiU2U3ydujUnholsLrA==,Micaela,Kostrzewa,0sSpiU2U3ydujUnholsLrA==,50,true
gqNAHi7A2mnnnBcPVdrD1g==,Maxima,Mcintire,gqNAHi7A2mnnnBcPVdrD1g==,34,false
Qb1ZR8qn9+jSsj9lPa9J9Q==,Ona,Southall,Qb1ZR8qn9+jSsj9lPa9J9Q==,8,false
/d6gyGPdof/Vb63qKQNsow==,Lauren,Mallari,/d6gyGPdof/Vb63qKQNsow==,16,false
uuMdQHo6MZQpfbvA4ma7bw==,Bernetta,Gaves,uuMdQHo6MZQpfbvA4ma7bw==,8,true
H66cV2iwfXyShb9EHzBmRw==,Wilma,Sargent,H66cV2iwfXyShb9EHzBmRw==,86,true
9v3Q4MupOY+rz6BK3FBeMQ==,Fawn,Pata,9v3Q4MupOY+rz6BK3FBeMQ==,93,false
MKr8gkneKD+KDCieZOgvUA==,Rebbeca,Rosselli,MKr8gkneKD+KDCieZOgvUA==,5,false
0Bpg/bZTLbInV2QnZKdgMQ==,Vernie,Mcvean,0Bpg/bZTLbInV2QnZKdgMQ==,50,false
NQzEJiPrHpYDXYiKyizxPw==,Rozanne,Rodriges,NQzEJiPrHpYDXYiKyizxPw==,16,true
zVwoldyaa2chuZxFH6R+dQ==,Celia,Tallarico,zVwoldyaa2chuZxFH6R+dQ==,34,false
QBH2JBcfP055gPsABULRVQ==,Asha,Badoni,QBH2JBcfP055gPsABULRVQ==,50,false
GsLf4LalIkxRHnxV2S0Xvg==,Wilber,Boleware,GsLf4LalIkxRHnxV2S0Xvg==,11,false
S6eR3vcBLsm025ln2fyQfw==,Queen,Hong,S6eR3vcBLsm025ln2fyQfw==,N/A,false
qzbLLbgNo+aJjZzhRHNfpQ==,Nilsa,Heraty,qzbLLbgNo+aJjZzhRHNfpQ==,50,false
P9u9olFnyYfjzU2LSFzzlg==,Chantell,Khouri,P9u9olFnyYfjzU2LSFzzlg==,79,true
YcUnAvn0Sh1XFGpNSIuRhg==,Bess,Campion,YcUnAvn0Sh1XFGpNSIuRhg==,8,false
ldDnkc1dXMYuRjx/6hZoNg==,Sarina,Dopler,ldDnkc1dXMYuRjx/6hZoNg==,8,false
+pdsjwPrRZ4a9fjjS5Uqjg==,Yun,Nelisse,+pdsjwPrRZ4a9fjjS5Uqjg==,N/A,true
iuVmEHWsfa0+s5WI+evp+w==,Jone,Neave,iuVmEHWsfa0+s5WI+evp+w==,16,false
8VQua5eAbpZKQ5nhDTs8wg==,Cheryl,Turkel,8VQua5eAbpZKQ5nhDTs8wg==,11,false
/jSvnSSj7iKlAeaKd7lEKQ==,Oren,Heninger,/jSvnSSj7iKlAeaKd7lEKQ==,16,false
lzCXDATeD/8Li5ayWXGHzg==,Santa,Madnick,lzCXDATeD/8Li5ayWXGHzg==,N/A,true
5depWs0KNY97LioJQieF2w==,Foster,Guerrini,5depWs0KNY97LioJQieF2w==,N/A,false
0DD6aq6xcgQSvKOJJhE5tg==,Basil,Sowder,0DD6aq6xcgQSvKOJJhE5tg==,29,false
xgU4USUzCcympriYn2dUlA==,Merle,Solla,xgU4USUzCcympriYn2dUlA==,19,false
ZOnb4MWlx88HTWlMemzTcw==,Garth,Zurin,ZOnb4MWlx88HTWlMemzTcw==,8,true
JZ8zUTCGXOkZO8e801YX3A==,Marylynn,Microni,JZ8zUTCGXOkZO8e801YX3A==,N/A,false
tbecHpg/jpCulPUO5jRvLw==,Danilo,Smalarz,tbecHpg/jpCulPUO5jRvLw==,N/A,true
89EeFNYWeY9YNdu4BPKvAg==,Daysi,Comings,89EeFNYWeY9YNdu4BPKvAg==,84,false
RHjGiVIGJNNz0TSZ4hc76Q==,Benny,Umfleet,RHjGiVIGJNNz0TSZ4hc76Q==,11,true
CIJoYa96aeGM4kPqB0Ny8A==,Star,Mcbay,CIJoYa96aeGM4kPqB0Ny8A==,97,false
Z8/ckRRbMGWPErK1aQINEA==,Marya,Nip,Z8/ckRRbMGWPErK1aQINEA==,8,true
4rYwQDvoxxZrrfyKn/DY8g==,Glennis,Villanvera,4rYwQDvoxxZrrfyKn/DY8g==,8,true
d4GjXa0kb1BTValMS7KlZg==,Adela,Keesling,d4GjXa0kb1BTValMS7KlZg==,97,false
6c9To8SoQGMxvOAtjUV0Og==,Wendolyn,Gerding,6c9To8SoQGMxvOAtjUV0Og==,97,false
D9F8N2G7hE91XHcUzsPmBQ==,Faviola,Manus,D9F8N2G7hE91XHcUzsPmBQ==,50,false
8Wt0wXUj14c3dPvOxHmlyA==,Laree,Madon,8Wt0wXUj14c3dPvOxHmlyA==,N/A,false
YA5miS4SgeNY4MsonDnJ9A==,Marin,Golds,YA5miS4SgeNY4MsonDnJ9A==,N/A,false
v3g7r2tbXVW0W1TMmrvLLw==,Mariann,Goldstock,v3g7r2tbXVW0W1TMmrvLLw==,16,true
uH50SFfN4DgW+LAl76L9FA==,Isabella,Sultzer,uH50SFfN4DgW+LAl76L9FA==,18,false
sXpLB3pZHtOUhz5iTMD0nQ==,Beatriz,Nishiguchi,sXpLB3pZHtOUhz5iTMD0nQ==,8,true
AMH0hQF8R/DYWCwI1scZIA==,Kemberly,Andregg,AMH0hQF8R/DYWCwI1scZIA==,11,true
7nWv2eToOZ/rk+MLgUDZaQ==,Brian,Nappo,7nWv2eToOZ/rk+MLgUDZaQ==,N/A,false
7X6luqaYzJEdD+1rGH3vTA==,Lavina,Spare,7X6luqaYzJEdD+1rGH3vTA==,16,false
OdEbX330MMm2TtZ7CA4Aew==,Mavis,Lower,OdEbX330MMm2TtZ7CA4Aew==,16,true
am42AIOdmxHKX2avXveieA==,Jacob,Radziewicz,am42AIOdmxHKX2avXveieA==,97,false
6kbcVEgTHrlJ7q5Ol9f9nQ==,Veola,Reedholm,6kbcVEgTHrlJ7q5Ol9f9nQ==,N/A,false
uIu30ZSErHINCHINnRkBFw==,Loralee,Began,uIu30ZSErHINCHINnRkBFw==,8,false
KU2hCPKM+N2Ltok8qp/qdA==,Timika,Cangas,KU2hCPKM+N2Ltok8qp/qdA==,N/A,false
0F5VcajKFW4dSk+k73zcTA==,Sheri,Yellow,0F5VcajKFW4dSk+k73zcTA==,8,false
+Q5JWcUvVM7Er6Al4+lvLA==,Ivana,Bagdasarian,+Q5JWcUvVM7Er6Al4+lvLA==,11,false
rPOKh0/Ng0/mrH0kkHExyw==,Justa,Hansford,rPOKh0/Ng0/mrH0kkHExyw==,8,false
FEn/cglSsYhuoH/GYnxIow==,Jesse,Brimeyer,FEn/cglSsYhuoH/GYnxIow==,86,false
ooagW5r1ykcvUB/Dz1cmAA==,Jeannie,Lyson,ooagW5r1ykcvUB/Dz1cmAA==,50,true
XlRydBiT/206Pi6zjwTpnw==,Shelia,Amistoso,XlRydBiT/206Pi6zjwTpnw==,50,false
xkJYAE282/92PJnM74b4Sg==,Melonie,Gaulzetti,xkJYAE282/92PJnM74b4Sg==,97,false
Jrtah9DZ4p1p5YRsnObC8Q==,Mitch,Leachman,Jrtah9DZ4p1p5YRsnObC8Q==,8,false
SO8dZUZRfYt3jPqQUVOoqg==,Huey,Shorrock,SO8dZUZRfYt3jPqQUVOoqg==,50,false
252R5ieY/NJ7Nenxi51QCg==,Ricky,Cayabyab,252R5ieY/NJ7Nenxi51QCg==,97,false
8PHLTZlUCu0rhj0PI8Fxww==,Stuart,Gaus,8PHLTZlUCu0rhj0PI8Fxww==,N/A,false
XNZ8RS4Mz2a5yvZYa73UJg==,Meaghan,Yott,XNZ8RS4Mz2a5yvZYa73UJg==,11,true
